Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"146846691832","500 Backlinks Mexicanos (Web 2.0, SEO, Linkbuilding)",,,"5","FIXED_PRICE","USD",20.0,,,20.0,"0","","","Sep-21-25 13:48:58 PDT","Jan-21-26 13:48:58 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146847450223",5 PAGES BESPOKE WEBSITE WEB DESIGN PERSONAL OR BUSINESS,,,"5","FIXED_PRICE","USD",120.0,,,120.0,"0","","","Sep-21-25 23:13:36 PDT","Jan-21-26 23:13:36 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146860180018",Rank 10 Keywords on Google’s First Page with Inzra Website SEO Backlinks,,,"3","FIXED_PRICE","USD",39.99,,,39.99,"2","0","","Sep-28-25 10:44:50 PDT","Dec-28-25 10:44:50 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146883441301",DOMAIN Website Submission to 320 Search Engines+ 10K Backlinks+ NonStop Traffic,,,"5","FIXED_PRICE","USD",10.79,,,10.79,"5","13","","Oct-08-25 23:23:47 PDT","Jan-08-26 23:23:47 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146898491580","Professional Resume Writing Service – Fast, ATS-Optimized CVs That Get You Hired",,,"8","FIXED_PRICE","USD",15.0,,,15.0,"2","2","","Oct-15-25 14:19:30 PDT","Jan-15-26 14:19:30 PST","Other Business & Industrial","26261","","","New","","","","","","US","","",""
"146915194937",Website Hosting With Wordpress Installation & Astra Pro Official Theme,,,"5","FIXED_PRICE","USD",39.0,,,39.0,"0","1","","Oct-23-25 07:31:16 PDT","Jan-23-26 07:31:16 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146923705483",TripAdvisor Page Optimization 500 SEO Backlinks,,,"5","FIXED_PRICE","USD",25.0,,,25.0,"0","","","Oct-27-25 10:16:01 PDT","Dec-27-25 10:16:01 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146928215848",Point of Sale Software Installation,,,"4","FIXED_PRICE","USD",44.99,,,44.99,"1","3","","Oct-29-25 14:35:40 PDT","Dec-29-25 14:35:40 PST","POS Software","46711","","","New","","","","","","US","","",""
"146954038993",500 YT SEO Backlniks | video-embedded SEO backlinks with keywords,,,"4","FIXED_PRICE","USD",9.99,,,9.99,"1","0","","Nov-10-25 09:42:46 PST","Jan-10-26 09:42:46 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146954043482",500 Sitemap Indexing SEO Backlinks,,,"5","FIXED_PRICE","USD",14.99,,,14.99,"0","","","Nov-10-25 09:49:14 PST","Jan-10-26 09:49:14 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146954064053",Premium Svenska Backlinks – 500 Högkvalitativa Länkar för Maximal SEO-Effekt,,,"5","FIXED_PRICE","USD",19.99,,,19.99,"0","","","Nov-10-25 09:55:52 PST","Jan-10-26 09:55:52 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"146954072342",500 Web-2.0-Backlinks – Keyword-Optimierte Backlinks für Starke SEO-Ergebnisse,,,"5","FIXED_PRICE","USD",19.99,,,19.99,"0","","","Nov-10-25 10:02:16 PST","Jan-10-26 10:02:16 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"147016112681",Private Web Hosting | Premium cPanel Access | SSD Server 99.9% Uptime | Secure,,,"9","FIXED_PRICE","USD",21.6,,,21.6,"1","0","","Dec-07-25 11:28:35 PST","Jan-07-26 11:28:35 PST","Web Hosting","47106","","","","","","","","","US","","",""
"147016131136","All-In-One Custom ERP Software Solution | Inventory, Billing, HR, CRM & More",,,"10","FIXED_PRICE","USD",99.0,,,99.0,"0","","","Dec-07-25 11:46:34 PST","Jan-07-26 11:46:34 PST","Other Computer Software","182","","","Brand New","","","","","","US","","",""
"147016160123",Retail Point of Sale Software,,,"9","FIXED_PRICE","USD",99.0,,,99.0,"1","1","","Dec-07-25 12:08:55 PST","Jan-07-26 12:08:55 PST","POS Software","46711","","","New","","","","","","US","","",""
"147022259558","Android POS System Software Point Of  Sell  , Customization & Installation",,,"5","FIXED_PRICE","USD",279.0,,,279.0,"0","1","","Dec-10-25 03:51:16 PST","Jan-10-26 03:51:16 PST","Retail Systems","71470","","","New","","","","","","US","","",""
"147026443387",Premium Website SEO Backlink Power Pack,,,"4","FIXED_PRICE","USD",13.0,,,13.0,"1","1","","Dec-12-25 02:37:36 PST","Jan-12-26 02:37:36 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
"147049162598",Premium Custom Website Design & Development – Modern & Unique,,,"3","FIXED_PRICE","USD",250.0,,,250.0,"0","","","Dec-23-25 03:05:36 PST","Jan-23-26 03:05:36 PST","Internet Businesses & Websites","46689","","","","","","","","","US","","",""
